2021-10-11 09:44:45,352 MDT INFO   log.monitoring 1155 [localhost-startStop-1] **** Server Started (logVersion=1.4) ****
2021-10-11 09:44:45,354 MDT INFO   log.monitoring 1155 [localhost-startStop-1] ,max mem (MB),total mem (MB),free mem (MB),strings pool,integers pool,other objects pool
2021-10-11 11:01:06,909 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,190,201,0,
2021-10-11 11:01:16,914 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,189,201,0,
2021-10-11 11:01:26,916 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,188,201,0,
2021-10-11 11:01:36,921 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,186,201,0,
2021-10-11 11:01:46,924 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,184,201,0,
2021-10-11 11:01:56,928 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,231,199,0,
2021-10-11 11:02:06,934 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,240,200,0,
2021-10-11 11:02:16,935 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,356,201,0,
2021-10-11 11:02:26,940 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,242,201,0,
2021-10-11 11:02:36,943 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,315,226,0,
2021-10-11 11:02:46,944 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,222,236,0,
2021-10-11 11:02:56,949 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,245,205,0,
2021-10-11 11:03:06,950 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,250,207,0,
2021-10-11 11:03:16,953 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,228,207,0,
2021-10-11 11:03:26,957 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,225,210,0,
2021-10-11 11:03:36,960 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,201,243,0,
2021-10-11 11:03:46,959 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,210,213,0,
2021-10-11 11:03:56,951 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,241,213,0,
2021-10-11 11:04:06,949 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,186,242,0,
2021-10-11 11:04:16,953 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,222,220,0,
2021-10-11 11:04:26,955 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,189,217,0,
2021-10-11 11:04:36,955 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,166,220,0,
2021-10-11 11:04:46,960 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,145,250,0,
2021-10-11 11:04:56,961 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,185,222,0,
2021-10-11 11:05:06,966 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,613,157,0,
2021-10-11 11:05:16,971 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,715,163,0,
2021-10-11 11:05:26,976 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,532,164,0,
2021-10-11 11:05:36,978 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,530,164,0,
2021-10-11 11:05:46,980 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,528,164,0,
2021-10-11 11:05:56,984 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,428,250,0,
2021-10-11 11:06:06,989 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,493,252,0,
2021-10-11 11:06:16,993 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,404,254,0,
2021-10-11 11:06:26,999 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,623,217,0,
2021-10-11 11:06:37,002 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,568,254,0,
2021-10-11 11:06:47,005 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,670,190,0,
2021-10-11 11:06:57,007 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,517,192,0,
2021-10-11 11:07:07,013 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,540,175,0,
2021-10-11 11:07:17,013 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,886,172,0,
2021-10-11 11:07:27,015 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,212,262,0,
2021-10-11 11:07:37,018 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,656,202,0,
2021-10-11 11:07:47,024 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,666,175,0,
2021-10-11 11:07:57,030 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,469,190,0,
2021-10-11 11:08:07,033 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,839,176,0,
2021-10-11 11:08:17,039 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,633,212,0,
2021-10-11 11:08:27,045 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,451,183,0,
2021-10-11 11:08:37,046 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,283,184,0,
2021-10-11 11:08:47,048 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,631,218,0,
2021-10-11 11:08:57,051 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,732,199,0,
2021-10-11 11:09:07,056 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,400,202,0,
2021-10-11 11:09:17,061 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,371,202,0,
2021-10-11 11:09:27,064 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,365,202,0,
2021-10-11 11:09:37,067 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,265,188,0,
2021-10-11 11:09:47,071 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,641,183,0,
2021-10-11 11:09:57,073 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,640,183,0,
2021-10-11 11:10:07,079 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,693,183,0,
2021-10-11 11:10:17,084 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,312,273,0,
2021-10-11 11:10:27,088 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,304,190,0,
2021-10-11 11:10:37,092 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,314,187,0,
2021-10-11 11:10:47,095 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,331,278,0,
2021-10-11 11:10:57,096 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,442,204,0,
2021-10-11 11:11:07,100 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,533,282,0,
2021-10-11 11:11:17,104 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,451,254,0,
2021-10-11 11:11:27,110 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,396,238,0,
2021-10-11 11:11:37,115 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,571,210,0,
2021-10-11 11:11:47,121 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,513,236,0,
2021-10-11 11:11:57,121 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,434,204,0,
2021-10-11 11:12:07,123 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,251,205,0,
2021-10-11 11:12:17,126 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,259,208,0,
2021-10-11 11:12:27,130 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,263,266,0,
2021-10-11 11:12:37,133 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,499,207,0,
2021-10-11 11:12:47,133 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,307,209,0,
2021-10-11 11:12:57,138 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,492,209,0,
2021-10-11 11:13:07,143 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,188,299,0,
2021-10-11 11:13:17,146 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,197,215,0,
2021-10-11 11:13:27,151 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,204,214,0,
2021-10-11 11:13:37,154 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,333,245,0,
2021-10-11 11:13:47,159 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,400,221,0,
2021-10-11 11:13:57,164 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,324,247,0,
2021-10-11 11:14:07,169 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,187,232,0,
2021-10-11 11:14:17,172 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,331,225,0,
2021-10-11 11:14:27,178 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,225,227,0,
2021-10-11 11:14:37,183 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,224,227,0,
2021-10-11 11:14:47,188 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,186,227,0,
2021-10-11 11:14:57,193 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,197,263,0,
2021-10-11 11:15:07,196 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,302,230,0,
2021-10-11 11:15:17,199 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,220,230,0,
2021-10-11 11:15:27,205 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,291,232,0,
2021-10-11 11:15:37,209 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,250,233,0,
2021-10-11 11:15:47,212 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,239,234,0,
2021-10-11 11:15:57,233 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,211,234,0,
2021-10-11 11:16:07,238 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,209,234,0,
2021-10-11 11:16:17,243 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,207,234,0,
2021-10-11 11:16:27,246 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,205,234,0,
2021-10-11 11:16:37,252 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,203,234,0,
2021-10-11 11:16:47,256 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,200,234,0,
2021-10-11 11:16:57,261 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,199,234,0,
2021-10-11 11:17:07,266 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,198,234,0,
2021-10-11 11:17:17,272 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,197,234,0,
2021-10-11 11:17:27,277 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,195,234,0,
2021-10-11 11:17:37,280 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,194,234,0,
2021-10-11 11:17:47,281 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,192,234,0,
2021-10-11 11:17:57,286 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,190,234,0,
2021-10-11 11:18:07,291 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,188,234,0,
2021-10-11 11:18:17,296 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,187,234,0,
2021-10-11 11:18:27,302 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,186,234,0,
2021-10-11 11:18:37,307 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,184,234,0,
2021-10-11 11:18:47,311 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,182,234,0,
2021-10-11 11:18:57,315 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,180,234,0,
2021-10-11 11:19:07,320 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,178,234,0,
2021-10-11 11:19:17,324 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,176,234,0,
2021-10-11 11:19:27,325 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,175,234,0,
2021-10-11 11:19:37,328 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,174,234,0,
2021-10-11 11:19:47,332 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,173,234,0,
2021-10-11 11:19:57,334 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,171,234,0,
2021-10-11 11:20:07,338 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,169,234,0,
2021-10-11 11:20:17,344 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,168,234,0,
2021-10-11 11:20:27,348 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,244,234,0,
2021-10-11 11:20:37,347 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,243,234,0,
2021-10-11 11:20:47,338 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,240,234,0,
2021-10-11 11:20:57,337 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,239,234,0,
2021-10-11 11:21:07,338 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,238,234,0,
2021-10-11 11:21:17,337 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,237,234,0,
2021-10-11 11:21:27,339 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,236,234,0,
2021-10-11 11:21:37,344 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,235,234,0,
2021-10-11 11:21:47,348 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,234,234,0,
2021-10-11 11:21:57,351 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,233,234,0,
2021-10-11 11:22:17,362 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,232,234,0,
2021-10-11 11:22:27,366 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,231,234,0,
2021-10-11 11:22:37,369 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,230,234,0,
2021-10-11 11:22:57,376 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,229,234,0,
2021-10-11 11:23:07,382 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,228,234,0,
2021-10-11 11:23:17,384 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,226,234,0,
2021-10-11 11:23:37,388 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,226,235,0,
2021-10-11 11:23:47,394 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,230,272,0,
2021-10-11 11:23:57,399 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,160,273,0,
2021-10-11 11:24:07,402 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,410,174,0,
2021-10-11 11:24:17,407 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,838,214,0,
2021-10-11 11:24:27,412 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,340,270,0,
2021-10-11 11:24:37,417 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,579,271,0,
2021-10-11 11:24:47,421 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,409,274,0,
2021-10-11 11:24:57,434 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,883,272,0,
2021-10-11 11:25:07,437 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,725,181,0,
2021-10-11 11:25:17,442 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,492,180,0,
2021-10-11 11:25:27,446 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,706,211,0,
2021-10-11 11:25:37,452 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,555,217,0,
2021-10-11 11:25:47,456 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,553,217,0,
2021-10-11 11:25:57,460 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,551,217,0,
2021-10-11 11:26:07,462 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,550,217,0,
2021-10-11 11:26:17,466 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,549,217,0,
2021-10-11 11:26:27,467 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,547,217,0,
2021-10-11 11:26:37,471 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,498,218,0,
2021-10-11 11:26:47,476 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,478,218,0,
2021-10-11 11:26:57,478 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,450,218,0,
2021-10-11 11:27:07,479 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,449,218,0,
2021-10-11 11:27:17,485 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,448,218,0,
2021-10-11 11:27:37,489 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,447,218,0,
2021-10-11 11:27:47,491 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,446,218,0,
2021-10-11 11:27:57,495 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,445,218,0,
2021-10-11 11:28:07,499 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,443,218,0,
2021-10-11 11:28:17,500 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,442,218,0,
2021-10-11 11:28:27,504 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,441,218,0,
2021-10-11 11:28:37,509 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,440,218,0,
2021-10-11 11:28:47,514 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,439,218,0,
2021-10-11 11:28:57,519 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,438,218,0,
2021-10-11 11:29:07,523 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,436,218,0,
2021-10-11 11:29:17,529 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,433,218,0,
2021-10-11 11:29:27,532 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,431,218,0,
2021-10-11 11:29:37,533 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,429,218,0,
2021-10-11 11:29:47,538 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,428,218,0,
2021-10-11 11:29:57,543 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,425,218,0,
2021-10-11 11:30:07,548 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,424,218,0,
2021-10-11 11:30:17,553 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,420,218,0,
2021-10-11 11:30:27,557 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,418,218,0,
2021-10-11 11:30:37,560 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,417,218,0,
2021-10-11 11:30:47,564 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,416,218,0,
2021-10-11 11:30:57,570 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,415,218,0,
2021-10-11 11:31:07,573 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,700,214,0,
2021-10-11 11:31:17,574 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,697,214,0,
2021-10-11 11:31:27,580 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,694,214,0,
2021-10-11 11:31:37,584 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,557,216,0,
2021-10-11 11:31:47,587 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,361,217,0,
2021-10-11 11:31:57,590 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,360,217,0,
2021-10-11 11:32:07,595 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,764,219,0,
2021-10-11 11:32:17,601 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,566,220,0,
2021-10-11 11:32:27,604 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,503,320,0,
2021-10-11 11:32:37,609 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,672,219,0,
2021-10-11 11:32:47,615 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,726,219,0,
2021-10-11 11:32:57,620 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,589,261,0,
2021-10-11 11:33:07,624 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,587,261,0,
2021-10-11 11:33:17,628 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,586,261,0,
2021-10-11 11:33:27,634 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,584,261,0,
2021-10-11 11:33:37,639 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,583,261,0,
2021-10-11 11:33:47,643 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,582,261,0,
2021-10-11 11:33:57,648 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,581,261,0,
2021-10-11 11:34:07,652 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,580,261,0,
2021-10-11 11:34:27,658 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,579,261,0,
2021-10-11 11:34:37,662 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,577,261,0,
2021-10-11 11:34:57,670 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,576,261,0,
2021-10-11 11:35:07,675 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,575,261,0,
2021-10-11 11:35:17,682 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,574,261,0,
2021-10-11 11:35:37,690 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,573,261,0,
2021-10-11 11:35:47,694 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,572,261,0,
2021-10-11 11:35:57,698 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,569,261,0,
2021-10-11 11:36:07,703 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,568,261,0,
2021-10-11 11:36:17,707 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,567,261,0,
2021-10-11 11:36:27,711 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,565,261,0,
2021-10-11 11:36:37,712 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,564,261,0,
2021-10-11 11:36:47,717 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,563,261,0,
2021-10-11 11:36:57,722 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,562,261,0,
2021-10-11 11:37:07,727 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,560,261,0,
2021-10-11 11:37:27,708 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,559,261,0,
2021-10-11 11:37:37,702 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,558,261,0,
2021-10-11 11:37:47,698 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,555,261,0,
2021-10-11 11:37:57,700 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,552,261,0,
2021-10-11 11:38:17,699 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,551,261,0,
2021-10-11 11:38:27,704 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,549,261,0,
2021-10-11 11:38:37,707 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,548,261,0,
2021-10-11 11:38:57,715 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,547,261,0,
2021-10-11 11:39:07,720 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,546,261,0,
2021-10-11 11:39:17,724 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,545,261,0,
2021-10-11 11:39:27,729 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,544,261,0,
2021-10-11 11:39:37,733 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,543,261,0,
2021-10-11 11:39:47,738 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,542,261,0,
2021-10-11 11:39:57,742 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,541,261,0,
2021-10-11 11:40:07,744 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,540,261,0,
2021-10-11 11:40:17,748 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,539,261,0,
2021-10-11 11:40:27,752 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,538,261,0,
2021-10-11 11:40:37,758 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,537,261,0,
2021-10-11 11:40:47,763 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,536,261,0,
2021-10-11 11:40:57,765 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,535,261,0,
