2021-10-11 09:44:45,352 MDT INFO   log.monitoring 1155 [localhost-startStop-1] **** Server Started (logVersion=1.4) ****
2021-10-11 09:44:45,354 MDT INFO   log.monitoring 1155 [localhost-startStop-1] ,max mem (MB),total mem (MB),free mem (MB),strings pool,integers pool,other objects pool
2021-10-11 10:21:56,097 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,242,201,0,
2021-10-11 10:22:06,103 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,240,201,0,
2021-10-11 10:22:16,106 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,779,138,0,
2021-10-11 10:22:26,110 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,776,138,0,
2021-10-11 10:22:36,112 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,774,138,0,
2021-10-11 10:22:46,116 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,772,138,0,
2021-10-11 10:22:56,120 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,771,138,0,
2021-10-11 10:23:06,123 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,655,139,0,
2021-10-11 10:23:16,128 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,329,146,0,
2021-10-11 10:23:26,133 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,328,146,0,
2021-10-11 10:23:36,138 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,221,147,0,
2021-10-11 10:23:46,138 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,447,207,0,
2021-10-11 10:23:56,140 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,572,205,0,
2021-10-11 10:24:06,141 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,769,143,0,
2021-10-11 10:24:16,146 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,656,144,0,
2021-10-11 10:24:26,148 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,747,149,0,
2021-10-11 10:24:36,150 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,657,163,0,
2021-10-11 10:24:46,156 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,549,164,0,
2021-10-11 10:24:56,159 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,622,148,0,
2021-10-11 10:25:06,160 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,640,161,0,
2021-10-11 10:25:16,162 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,486,214,0,
2021-10-11 10:25:26,166 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,537,154,0,
2021-10-11 10:25:36,170 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,516,154,0,
2021-10-11 10:25:46,175 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,531,218,0,
2021-10-11 10:25:56,177 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,219,219,0,
2021-10-11 10:26:06,178 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,237,225,0,
2021-10-11 10:26:16,182 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,258,160,0,
2021-10-11 10:26:26,187 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,608,154,0,
2021-10-11 10:26:36,192 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,455,221,0,
2021-10-11 10:26:46,196 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,246,229,0,
2021-10-11 10:26:56,201 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,520,158,0,
2021-10-11 10:27:06,204 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,523,157,0,
2021-10-11 10:27:16,209 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,291,226,0,
2021-10-11 10:27:26,211 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,589,158,0,
2021-10-11 10:27:36,216 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,220,238,0,
2021-10-11 10:27:46,220 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,319,174,0,
2021-10-11 10:27:56,223 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,307,174,0,
2021-10-11 10:28:06,228 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,201,177,0,
2021-10-11 10:28:16,233 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,517,162,0,
2021-10-11 10:28:26,213 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,506,162,0,
2021-10-11 10:28:36,205 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,501,162,0,
2021-10-11 10:28:46,203 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,500,162,0,
2021-10-11 10:28:56,203 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,498,162,0,
2021-10-11 10:29:06,202 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,496,162,0,
2021-10-11 10:29:16,204 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,492,163,0,
2021-10-11 10:29:26,206 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,489,163,0,
2021-10-11 10:29:36,211 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,488,163,0,
2021-10-11 10:29:46,217 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,486,163,0,
2021-10-11 10:29:56,222 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,485,163,0,
2021-10-11 10:30:06,226 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,467,164,0,
2021-10-11 10:30:16,228 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,356,233,0,
2021-10-11 10:30:26,229 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,425,199,0,
2021-10-11 10:30:36,230 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,357,204,0,
2021-10-11 10:30:46,230 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,377,232,0,
2021-10-11 10:30:56,236 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,161,242,0,
2021-10-11 10:31:06,237 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1362,191,237,0,
2021-10-11 10:31:16,240 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1472,323,205,0,
2021-10-11 10:31:26,244 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1472,254,205,0,
2021-10-11 10:31:36,247 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1472,285,206,0,
2021-10-11 10:31:46,250 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1472,244,206,0,
2021-10-11 10:31:56,255 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,294,206,0,
2021-10-11 10:32:06,259 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,291,206,0,
2021-10-11 10:32:16,262 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,288,206,0,
2021-10-11 10:32:26,266 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,287,206,0,
2021-10-11 10:32:36,269 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,284,206,0,
2021-10-11 10:32:46,271 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,281,206,0,
2021-10-11 10:32:56,273 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,280,206,0,
2021-10-11 10:33:06,276 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,279,206,0,
2021-10-11 10:33:16,281 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,278,206,0,
2021-10-11 10:33:26,285 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,277,206,0,
2021-10-11 10:33:36,290 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,276,206,0,
2021-10-11 10:33:46,292 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,275,206,0,
2021-10-11 10:33:56,297 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,274,206,0,
2021-10-11 10:34:06,303 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,272,206,0,
2021-10-11 10:34:16,308 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,270,206,0,
2021-10-11 10:34:26,309 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,269,206,0,
2021-10-11 10:34:36,311 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,268,206,0,
2021-10-11 10:34:46,316 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,267,206,0,
2021-10-11 10:34:56,321 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,266,206,0,
2021-10-11 10:35:06,322 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,265,206,0,
2021-10-11 10:35:16,327 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,262,206,0,
2021-10-11 10:35:26,332 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,259,206,0,
2021-10-11 10:35:36,335 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,256,206,0,
2021-10-11 10:35:46,339 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,253,206,0,
2021-10-11 10:35:56,345 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,249,206,0,
2021-10-11 10:36:06,349 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,245,206,0,
2021-10-11 10:36:16,353 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,242,206,0,
2021-10-11 10:36:26,356 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,241,206,0,
2021-10-11 10:36:36,360 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,239,206,0,
2021-10-11 10:36:46,364 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,237,206,0,
2021-10-11 10:36:56,365 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,234,206,0,
2021-10-11 10:37:06,370 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,232,206,0,
2021-10-11 10:37:16,373 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,231,206,0,
2021-10-11 10:37:26,375 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,230,206,0,
2021-10-11 10:37:36,380 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,229,206,0,
2021-10-11 10:37:46,384 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,227,206,0,
2021-10-11 10:37:56,389 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,226,206,0,
2021-10-11 10:38:06,393 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,225,206,0,
2021-10-11 10:38:16,399 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,224,206,0,
2021-10-11 10:38:26,403 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,223,206,0,
2021-10-11 10:38:36,406 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,222,206,0,
2021-10-11 10:38:56,416 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,220,206,0,
2021-10-11 10:39:06,421 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,218,206,0,
2021-10-11 10:39:16,426 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,217,206,0,
2021-10-11 10:39:26,429 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,216,206,0,
2021-10-11 10:39:36,434 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,215,206,0,
2021-10-11 10:39:46,438 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,213,206,0,
2021-10-11 10:39:56,440 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,212,206,0,
2021-10-11 10:40:06,444 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,210,206,0,
2021-10-11 10:40:26,452 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,209,206,0,
2021-10-11 10:40:36,454 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,208,206,0,
2021-10-11 10:40:46,459 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,207,206,0,
2021-10-11 10:40:56,461 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,205,206,0,
2021-10-11 10:41:06,466 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,203,206,0,
2021-10-11 10:41:16,471 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,202,206,0,
2021-10-11 10:41:36,479 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,201,206,0,
2021-10-11 10:41:46,482 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,199,206,0,
2021-10-11 10:41:56,485 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,198,206,0,
2021-10-11 10:42:06,490 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,197,206,0,
2021-10-11 10:42:16,494 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,195,206,0,
2021-10-11 10:42:26,497 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,194,206,0,
2021-10-11 10:42:36,501 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,193,206,0,
2021-10-11 10:42:46,506 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,192,206,0,
2021-10-11 10:42:56,511 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,190,206,0,
2021-10-11 10:43:16,515 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,189,206,0,
2021-10-11 10:43:26,519 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,188,206,0,
2021-10-11 10:43:36,522 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,186,206,0,
2021-10-11 10:43:46,527 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,185,206,0,
2021-10-11 10:43:56,532 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,183,206,0,
2021-10-11 10:44:06,533 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,182,206,0,
2021-10-11 10:44:16,537 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,181,206,0,
2021-10-11 10:44:26,542 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,180,206,0,
2021-10-11 10:44:46,548 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,179,206,0,
2021-10-11 10:44:56,550 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,178,206,0,
2021-10-11 10:45:06,553 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,242,206,0,
2021-10-11 10:45:16,558 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,276,206,0,
2021-10-11 10:45:26,562 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,263,208,0,
2021-10-11 10:45:36,565 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,284,208,0,
2021-10-11 10:45:46,568 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,243,219,0,
2021-10-11 10:45:56,573 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,188,229,0,
2021-10-11 10:46:06,578 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,172,218,0,
2021-10-11 10:46:16,580 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,236,214,0,
2021-10-11 10:46:26,581 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,233,223,0,
2021-10-11 10:46:36,580 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,185,216,0,
2021-10-11 10:46:46,584 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,196,224,0,
2021-10-11 10:46:56,588 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,131,220,0,
2021-10-11 10:47:06,590 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,133,222,0,
2021-10-11 10:47:16,594 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,174,222,0,
2021-10-11 10:47:26,595 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,124,224,0,
2021-10-11 10:47:36,597 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,881,167,0,
2021-10-11 10:47:46,601 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,434,174,0,
2021-10-11 10:47:56,606 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,973,140,0,
2021-10-11 10:48:06,611 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,502,222,0,
2021-10-11 10:48:16,613 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,364,223,0,
2021-10-11 10:48:26,616 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,517,231,0,
2021-10-11 10:48:36,622 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,652,218,0,
2021-10-11 10:48:46,625 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,651,218,0,
2021-10-11 10:48:56,628 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,649,218,0,
2021-10-11 10:49:06,632 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,754,150,0,
2021-10-11 10:49:16,645 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,465,226,0,
2021-10-11 10:49:26,649 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,499,229,0,
2021-10-11 10:49:36,654 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,746,158,0,
2021-10-11 10:49:46,658 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,825,180,0,
2021-10-11 10:49:56,663 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,759,180,0,
2021-10-11 10:50:06,665 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,282,241,0,
2021-10-11 10:50:16,669 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,877,162,0,
2021-10-11 10:50:26,670 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,398,169,0,
2021-10-11 10:50:36,673 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,289,170,0,
2021-10-11 10:50:46,675 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,425,241,0,
2021-10-11 10:50:56,681 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,678,238,0,
2021-10-11 10:51:06,684 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,559,239,0,
2021-10-11 10:51:16,687 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,663,165,0,
2021-10-11 10:51:26,691 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,528,259,0,
2021-10-11 10:51:36,695 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,787,188,0,
2021-10-11 10:51:46,697 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,266,258,0,
2021-10-11 10:51:56,703 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,584,248,0,
2021-10-11 10:52:06,707 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,276,248,0,
2021-10-11 10:52:16,712 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,253,248,0,
2021-10-11 10:52:26,716 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,236,243,0,
2021-10-11 10:52:36,720 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,724,169,0,
2021-10-11 10:52:46,722 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,715,170,0,
2021-10-11 10:52:56,725 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,711,195,0,
2021-10-11 10:53:06,734 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,422,248,0,
2021-10-11 10:53:16,738 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,384,248,0,
2021-10-11 10:53:26,742 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,276,250,0,
2021-10-11 10:53:36,748 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,258,179,0,
2021-10-11 10:53:46,748 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,683,173,0,
2021-10-11 10:53:56,752 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,552,251,0,
2021-10-11 10:54:06,756 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,549,251,0,
2021-10-11 10:54:16,759 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,546,251,0,
2021-10-11 10:54:26,760 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,543,251,0,
2021-10-11 10:54:36,763 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,542,251,0,
2021-10-11 10:54:46,767 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,394,252,0,
2021-10-11 10:54:56,771 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,197,253,0,
2021-10-11 10:55:06,775 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,352,252,0,
2021-10-11 10:55:16,777 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,227,253,0,
2021-10-11 10:55:26,779 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,582,177,0,
2021-10-11 10:55:36,780 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,535,191,0,
2021-10-11 10:55:46,783 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,650,177,0,
2021-10-11 10:55:56,787 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,297,256,0,
2021-10-11 10:56:06,789 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,617,179,0,
2021-10-11 10:56:16,795 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,548,180,0,
2021-10-11 10:56:26,799 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,361,195,0,
2021-10-11 10:56:36,802 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,429,260,0,
2021-10-11 10:56:46,805 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,412,196,0,
2021-10-11 10:56:56,810 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,457,182,0,
2021-10-11 10:57:06,815 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,226,257,0,
2021-10-11 10:57:16,821 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,229,265,0,
2021-10-11 10:57:26,825 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,331,188,0,
2021-10-11 10:57:36,826 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,543,185,0,
2021-10-11 10:57:46,831 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,229,235,0,
2021-10-11 10:57:56,834 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,537,186,0,
2021-10-11 10:58:06,838 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,254,267,0,
2021-10-11 10:58:16,843 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,449,211,0,
2021-10-11 10:58:26,848 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,244,214,0,
2021-10-11 10:58:36,852 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,244,190,0,
2021-10-11 10:58:46,855 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,243,190,0,
2021-10-11 10:58:56,861 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,465,203,0,
2021-10-11 10:59:06,867 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,295,204,0,
2021-10-11 10:59:16,871 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,403,216,0,
2021-10-11 10:59:26,873 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,254,217,0,
2021-10-11 10:59:36,874 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,441,195,0,
2021-10-11 10:59:46,875 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,306,224,0,
2021-10-11 10:59:56,880 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,408,196,0,
2021-10-11 11:00:06,884 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,394,199,0,
2021-10-11 11:00:16,887 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,286,201,0,
2021-10-11 11:00:26,890 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,199,201,0,
2021-10-11 11:00:36,896 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,196,201,0,
2021-10-11 11:00:46,900 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,195,201,0,
2021-10-11 11:00:56,905 MDT INFO   log.monitoring 1155 [ebx-memorySupervisor] ,4096,1577,192,201,0,
